Removed Pin From Net: NetName=NewNet236 Pin= U16-1
Removed Pin From Net: NetName=NewNet237 Pin= U16-2
Removed Pin From Net: NetName=NewNet9 Pin= U16-3
Removed Pin From Net: NetName=NewNet38 Pin= U16-4
Removed Pin From Net: NetName=NewNet9 Pin= U16-5
Removed Pin From Net: NetName=NewNet9 Pin= U16-6
Change Component Comment : Designator=D33 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D32 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D31 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D30 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D29 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D28 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D27 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D26 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D25 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D24 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D23 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D22 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D21 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D20 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D19 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D18 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D17 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D16 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D15 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=R92 Old Comment= New Comment=NC
Change Component Comment : Designator=R89 Old Comment= New Comment=NC
Change Component Comment : Designator=R86 Old Comment= New Comment=NC
Change Component Comment : Designator=R84 Old Comment= New Comment=NC
Change Component Comment : Designator=R80 Old Comment= New Comment=NC
Change Component Comment : Designator=R78 Old Comment= New Comment=NC
Change Component Comment : Designator=R74 Old Comment= New Comment=NC
Change Component Comment : Designator=R72 Old Comment= New Comment=NC
Change Component Comment : Designator=U7 Old Comment= New Comment=NPN
Change Component Comment : Designator=Q46 Old Comment= New Comment=NPN
Change Component Comment : Designator=Q45 Old Comment= New Comment=NPN
Change Component Comment : Designator=MN2 Old Comment= New Comment=NPN
Change Component Comment : Designator=MN1 Old Comment= New Comment=NPN
Change Component Comment : Designator=KF1 Old Comment= New Comment=P200
Change Component Comment : Designator=VBAT Old Comment= New Comment=PIN
Change Component Comment : Designator=TP17 Old Comment= New Comment=PIN
Change Component Comment : Designator=TP2 Old Comment= New Comment=PIN
Change Component Comment : Designator=TP1 Old Comment= New Comment=PIN
Change Component Comment : Designator=SCK1 Old Comment= New Comment=PIN
Change Component Comment : Designator=DA2 Old Comment= New Comment=PIN
Change Component Comment : Designator=DA1 Old Comment= New Comment=PIN
Change Component Comment : Designator=ANGD3 Old Comment= New Comment=PIN
Change Component Comment : Designator=AGND Old Comment= New Comment=PIN
Change Component Comment : Designator=AGND4 Old Comment= New Comment=PIN
Change Component Comment : Designator=AGND2 Old Comment= New Comment=PIN
Change Component Comment : Designator=A4 Old Comment= New Comment=PIN
Change Component Comment : Designator=A3 Old Comment= New Comment=PIN
Change Component Comment : Designator=A2 Old Comment= New Comment=PIN
Change Component Comment : Designator=A1 Old Comment= New Comment=PIN
Change Component Comment : Designator=A0 Old Comment= New Comment=PIN
Change Component Comment : Designator=-15V Old Comment= New Comment=PIN
Change Component Comment : Designator=+15V Old Comment= New Comment=PIN
Change Component Comment : Designator=24V Old Comment= New Comment=PIN
Change Component Comment : Designator=5VD Old Comment= New Comment=PIN
Change Component Comment : Designator=5VA Old Comment= New Comment=PIN
Change Component Comment : Designator=5VA4 Old Comment= New Comment=PIN
Change Component Comment : Designator=5VA2 Old Comment= New Comment=PIN
Change Component Comment : Designator=3V3 Old Comment= New Comment=PIN
Change Component Comment : Designator=2V5 Old Comment= New Comment=PIN
Change Component Comment : Designator=Q43 Old Comment= New Comment=PNP
Change Component Comment : Designator=D1 Old Comment= New Comment=PSM712
Change Component Comment : Designator=R225 Old Comment= New Comment=Res2
Change Component Comment : Designator=R224 Old Comment= New Comment=Res2
Change Component Comment : Designator=R223 Old Comment= New Comment=Res2
Change Component Comment : Designator=R222 Old Comment= New Comment=Res2
Change Component Comment : Designator=R221 Old Comment= New Comment=Res2
Change Component Comment : Designator=R220 Old Comment= New Comment=Res2
Change Component Comment : Designator=R219 Old Comment= New Comment=Res2
Change Component Comment : Designator=R218 Old Comment= New Comment=Res2
Change Component Comment : Designator=R217 Old Comment= New Comment=Res2
Change Component Comment : Designator=R216 Old Comment= New Comment=Res2
Change Component Comment : Designator=R215 Old Comment= New Comment=Res2
Change Component Comment : Designator=R214 Old Comment= New Comment=Res2
Change Component Comment : Designator=R213 Old Comment= New Comment=Res2
Change Component Comment : Designator=R212 Old Comment= New Comment=Res2
Change Component Comment : Designator=R211 Old Comment= New Comment=Res2
Change Component Comment : Designator=R210 Old Comment= New Comment=Res2
Change Component Comment : Designator=R209 Old Comment= New Comment=Res2
Change Component Comment : Designator=R208 Old Comment= New Comment=Res2
Change Component Comment : Designator=R207 Old Comment= New Comment=Res2
Change Component Comment : Designator=R206 Old Comment= New Comment=Res2
Change Component Comment : Designator=R205 Old Comment= New Comment=Res2
Change Component Comment : Designator=R204 Old Comment= New Comment=Res2
Change Component Comment : Designator=R203 Old Comment= New Comment=Res2
Change Component Comment : Designator=R202 Old Comment= New Comment=Res2
Change Component Comment : Designator=R201 Old Comment= New Comment=Res2
Change Component Comment : Designator=R184 Old Comment= New Comment=Res2
Change Component Comment : Designator=R183 Old Comment= New Comment=Res2
Change Component Comment : Designator=R182 Old Comment= New Comment=Res2
Change Component Comment : Designator=R181 Old Comment= New Comment=Res2
Change Component Comment : Designator=R180 Old Comment= New Comment=Res2
Change Component Comment : Designator=R179 Old Comment= New Comment=Res2
Change Component Comment : Designator=R178 Old Comment= New Comment=Res2
Change Component Comment : Designator=R177 Old Comment= New Comment=Res2
Change Component Comment : Designator=R176 Old Comment= New Comment=Res2
Change Component Comment : Designator=R175 Old Comment= New Comment=Res2
Change Component Comment : Designator=R174 Old Comment= New Comment=Res2
Change Component Comment : Designator=R173 Old Comment= New Comment=Res2
Change Component Comment : Designator=R172 Old Comment= New Comment=Res2
Change Component Comment : Designator=R171 Old Comment= New Comment=Res2
Change Component Comment : Designator=R170 Old Comment= New Comment=Res2
Change Component Comment : Designator=R169 Old Comment= New Comment=Res2
Change Component Comment : Designator=R168 Old Comment= New Comment=Res2
Change Component Comment : Designator=R167 Old Comment= New Comment=Res2
Change Component Comment : Designator=R166 Old Comment= New Comment=Res2
Change Component Comment : Designator=R165 Old Comment= New Comment=Res2
Change Component Comment : Designator=R164 Old Comment= New Comment=Res2
Change Component Comment : Designator=R163 Old Comment= New Comment=Res2
Change Component Comment : Designator=R162 Old Comment= New Comment=Res2
Change Component Comment : Designator=R161 Old Comment= New Comment=Res2
Change Component Comment : Designator=R160 Old Comment= New Comment=Res2
Change Component Comment : Designator=R159 Old Comment= New Comment=Res2
Change Component Comment : Designator=R158 Old Comment= New Comment=Res2
Change Component Comment : Designator=R157 Old Comment= New Comment=Res2
Change Component Comment : Designator=R156 Old Comment= New Comment=Res2
Change Component Comment : Designator=R155 Old Comment= New Comment=Res2
Change Component Comment : Designator=R154 Old Comment= New Comment=Res2
Change Component Comment : Designator=R153 Old Comment= New Comment=Res2
Change Component Comment : Designator=R152 Old Comment= New Comment=Res2
Change Component Comment : Designator=R151 Old Comment= New Comment=Res2
Change Component Comment : Designator=R150 Old Comment= New Comment=Res2
Change Component Comment : Designator=R149 Old Comment= New Comment=Res2
Change Component Comment : Designator=R148 Old Comment= New Comment=Res2
Change Component Comment : Designator=R147 Old Comment= New Comment=Res2
Change Component Comment : Designator=R146 Old Comment= New Comment=Res2
Change Component Comment : Designator=R145 Old Comment= New Comment=Res2
Change Component Comment : Designator=R144 Old Comment= New Comment=Res2
Change Component Comment : Designator=R143 Old Comment= New Comment=Res2
Change Component Comment : Designator=R142 Old Comment= New Comment=Res2
Change Component Comment : Designator=R141 Old Comment= New Comment=Res2
Change Component Comment : Designator=R140 Old Comment= New Comment=Res2
Change Component Comment : Designator=R139 Old Comment= New Comment=Res2
Change Component Comment : Designator=R138 Old Comment= New Comment=Res2
Change Component Comment : Designator=R137 Old Comment= New Comment=Res2
Change Component Comment : Designator=R136 Old Comment= New Comment=Res2
Change Component Comment : Designator=R135 Old Comment= New Comment=Res2
Change Component Comment : Designator=R134 Old Comment= New Comment=Res2
Change Component Comment : Designator=R133 Old Comment= New Comment=Res2
Change Component Comment : Designator=R123 Old Comment= New Comment=Res2
Change Component Comment : Designator=R122 Old Comment= New Comment=Res2
Change Component Comment : Designator=R119 Old Comment= New Comment=Res2
Change Component Comment : Designator=R69 Old Comment= New Comment=Res2
Change Component Comment : Designator=R68 Old Comment= New Comment=Res2
Change Component Comment : Designator=R67 Old Comment= New Comment=Res2
Change Component Comment : Designator=R66 Old Comment= New Comment=Res2
Change Component Comment : Designator=R65 Old Comment= New Comment=Res2
Change Component Comment : Designator=R64 Old Comment= New Comment=Res2
Change Component Comment : Designator=R63 Old Comment= New Comment=Res2
Change Component Comment : Designator=R62 Old Comment= New Comment=Res2
Change Component Comment : Designator=R61 Old Comment= New Comment=Res2
Change Component Comment : Designator=R60 Old Comment= New Comment=Res2
Change Component Comment : Designator=R59 Old Comment= New Comment=Res2
Change Component Comment : Designator=R58 Old Comment= New Comment=Res2
Change Component Comment : Designator=R57 Old Comment= New Comment=Res2
Change Component Comment : Designator=R56 Old Comment= New Comment=Res2
Change Component Comment : Designator=R55 Old Comment= New Comment=Res2
Change Component Comment : Designator=R54 Old Comment= New Comment=Res2
Change Component Comment : Designator=R53 Old Comment= New Comment=Res2
Change Component Comment : Designator=R52 Old Comment= New Comment=Res2
Change Component Comment : Designator=R51 Old Comment= New Comment=Res2
Change Component Comment : Designator=R50 Old Comment= New Comment=Res2
Change Component Comment : Designator=R49 Old Comment= New Comment=Res2
Change Component Comment : Designator=R48 Old Comment= New Comment=Res2
Change Component Comment : Designator=R47 Old Comment= New Comment=Res2
Change Component Comment : Designator=R46 Old Comment= New Comment=Res2
Change Component Comment : Designator=R44 Old Comment= New Comment=Res2
Change Component Comment : Designator=R43 Old Comment= New Comment=Res2
Change Component Comment : Designator=R42 Old Comment= New Comment=Res2
Change Component Comment : Designator=R41 Old Comment= New Comment=Res2
Change Component Comment : Designator=R40 Old Comment= New Comment=Res2
Change Component Comment : Designator=R39 Old Comment= New Comment=Res2
Change Component Comment : Designator=R38 Old Comment= New Comment=Res2
Change Component Comment : Designator=R37 Old Comment= New Comment=Res2
Change Component Comment : Designator=R36 Old Comment= New Comment=Res2
Change Component Comment : Designator=R35 Old Comment= New Comment=Res2
Change Component Comment : Designator=R34 Old Comment= New Comment=Res2
Change Component Comment : Designator=R33 Old Comment= New Comment=Res2
Change Component Comment : Designator=R32 Old Comment= New Comment=Res2
Change Component Comment : Designator=R31 Old Comment= New Comment=Res2
Change Component Comment : Designator=R30 Old Comment= New Comment=Res2
Change Component Comment : Designator=R29 Old Comment= New Comment=Res2
Change Component Comment : Designator=R28 Old Comment= New Comment=Res2
Change Component Comment : Designator=R27 Old Comment= New Comment=Res2
Change Component Comment : Designator=R26 Old Comment= New Comment=Res2
Change Component Comment : Designator=R25 Old Comment= New Comment=Res2
Change Component Comment : Designator=R24 Old Comment= New Comment=Res2
Change Component Comment : Designator=R23 Old Comment= New Comment=Res2
Change Component Comment : Designator=R22 Old Comment= New Comment=Res2
Change Component Comment : Designator=R21 Old Comment= New Comment=Res2
Change Component Comment : Designator=R18 Old Comment= New Comment=Res2
Change Component Comment : Designator=R17 Old Comment= New Comment=Res2
Change Component Comment : Designator=R16 Old Comment= New Comment=Res2
Change Component Comment : Designator=R15 Old Comment= New Comment=Res2
Change Component Comment : Designator=R14 Old Comment= New Comment=Res2
Change Component Comment : Designator=R13 Old Comment= New Comment=Res2
Change Component Comment : Designator=R12 Old Comment= New Comment=Res2
Change Component Comment : Designator=R11 Old Comment= New Comment=Res2
Change Component Comment : Designator=R10 Old Comment= New Comment=Res2
Change Component Comment : Designator=R9 Old Comment= New Comment=Res2
Change Component Comment : Designator=R8 Old Comment= New Comment=Res2
Change Component Comment : Designator=R7 Old Comment= New Comment=Res2
Change Component Comment : Designator=R6 Old Comment= New Comment=Res2
Change Component Comment : Designator=R5 Old Comment= New Comment=Res2
Change Component Comment : Designator=R4 Old Comment= New Comment=Res2
Change Component Comment : Designator=R3 Old Comment= New Comment=Res2
Change Component Comment : Designator=R2 Old Comment= New Comment=Res2
Change Component Comment : Designator=R1 Old Comment= New Comment=Res2
Change Component Comment : Designator=L5 Old Comment= New Comment=SLF12575T-470M2R7-PF
Change Component Comment : Designator=D48 Old Comment= New Comment=SM8S36A
Change Component Comment : Designator=D46 Old Comment= New Comment=SMCJ48A
Change Component Comment : Designator=D39 Old Comment= New Comment=SMCJ48A
Change Component Comment : Designator=U5 Old Comment= New Comment=STM32F103RCT6
Change Component Comment : Designator=U2 Old Comment= New Comment=TJA1050T
Change Component Comment : Designator=U22 Old Comment= New Comment=WRA2415ZP-3W
Change Component Comment : Designator=X1 Old Comment= New Comment=XTAL
Change Component Comment : Designator=E1 Old Comment= New Comment=大电容
Change Component Comment : Designator=E2 Old Comment= New Comment=纽扣电池
Change Component Comment : Designator=GND Old Comment=GND New Comment=TEST
Added Component: Designator=U16(TOP2-63)
Added Pin To Net: NetName=NewNet9 Pin=GND-1
Added Pin To Net: NetName=NewNet236 Pin=U16-1
Added Pin To Net: NetName=NewNet237 Pin=U16-2
Added Pin To Net: NetName=NewNet9 Pin=U16-3
Added Pin To Net: NetName=NewNet38 Pin=U16-4
Added Pin To Net: NetName=NewNet9 Pin=U16-5
Added Pin To Net: NetName=NewNet9 Pin=U16-6
Change Net Name : Old Net Name=NewNet1 New Net Name=P1-17
Change Net Name : Old Net Name=NewNet2 New Net Name=NetC51_2
Change Net Name : Old Net Name=NewNet3 New Net Name=P1-9
Change Net Name : Old Net Name=NewNet4 New Net Name=NetD44_2
Change Net Name : Old Net Name=NewNet5 New Net Name=NetC108_2
Change Net Name : Old Net Name=NewNet6 New Net Name=NetD102_2
Change Net Name : Old Net Name=NewNet7 New Net Name=NetD102_1
Change Net Name : Old Net Name=NewNet8 New Net Name=NetC212_1
Change Net Name : Old Net Name=NewNet9 New Net Name=GND
Change Net Name : Old Net Name=NewNet10 New Net Name=D4-U12
Change Net Name : Old Net Name=NewNet11 New Net Name=+24V
Change Net Name : Old Net Name=NewNet12 New Net Name=P2-9
Change Net Name : Old Net Name=NewNet13 New Net Name=NetC25_2
Change Net Name : Old Net Name=NewNet14 New Net Name=+3.3V
Change Net Name : Old Net Name=NewNet15 New Net Name=NetR23_1
Change Net Name : Old Net Name=NewNet16 New Net Name=NetR2_2
Change Net Name : Old Net Name=NewNet17 New Net Name=NetR1_2
Change Net Name : Old Net Name=NewNet18 New Net Name=P1-16
Change Net Name : Old Net Name=NewNet19 New Net Name=P1-15
Change Net Name : Old Net Name=NewNet20 New Net Name=P1-13
Change Net Name : Old Net Name=NewNet21 New Net Name=P1-14
Change Net Name : Old Net Name=NewNet22 New Net Name=NetD1_1
Change Net Name : Old Net Name=NewNet23 New Net Name=NetD1_2
Change Net Name : Old Net Name=NewNet24 New Net Name=NetR68_2
Change Net Name : Old Net Name=NewNet25 New Net Name=NetC105_1
Change Net Name : Old Net Name=NewNet26 New Net Name=NetC91_1
Change Net Name : Old Net Name=NewNet27 New Net Name=NetR60_2
Change Net Name : Old Net Name=NewNet28 New Net Name=NetR149_2
Change Net Name : Old Net Name=NewNet29 New Net Name=NetC107_2
Change Net Name : Old Net Name=NewNet30 New Net Name=NetC118_2
Change Net Name : Old Net Name=NewNet31 New Net Name=NetR157_1
Change Net Name : Old Net Name=NewNet32 New Net Name=NetR170_1
Change Net Name : Old Net Name=NewNet33 New Net Name=+5VA
Change Net Name : Old Net Name=NewNet34 New Net Name=AGND
Change Net Name : Old Net Name=NewNet35 New Net Name=NetR183_2
Change Net Name : Old Net Name=NewNet36 New Net Name=NetC13_1
Change Net Name : Old Net Name=NewNet37 New Net Name=NetR151_1
Change Net Name : Old Net Name=NewNet38 New Net Name=+5.0V
Change Net Name : Old Net Name=NewNet39 New Net Name=D0-U12
Change Net Name : Old Net Name=NewNet40 New Net Name=NetR19_2
Change Net Name : Old Net Name=NewNet41 New Net Name=NetR20_2
Change Net Name : Old Net Name=NewNet42 New Net Name=NetR21_1
Change Net Name : Old Net Name=NewNet43 New Net Name=NetR18_1
Change Net Name : Old Net Name=NewNet44 New Net Name=NetC19_2
Change Net Name : Old Net Name=NewNet45 New Net Name=NetC21_1
Change Net Name : Old Net Name=NewNet46 New Net Name=NetC19_1
Change Net Name : Old Net Name=NewNet47 New Net Name=NetC23_1
Change Net Name : Old Net Name=NewNet48 New Net Name=NetC23_2
Change Net Name : Old Net Name=NewNet49 New Net Name=NetC22_1
Change Net Name : Old Net Name=NewNet50 New Net Name=ARM-34
Change Net Name : Old Net Name=NewNet51 New Net Name=ARM-36
Change Net Name : Old Net Name=NewNet52 New Net Name=D0-U14
Change Net Name : Old Net Name=NewNet53 New Net Name=D1-U14
Change Net Name : Old Net Name=NewNet54 New Net Name=D2-U14
Change Net Name : Old Net Name=NewNet55 New Net Name=D3-U14
Change Net Name : Old Net Name=NewNet56 New Net Name=ARM-33
Change Net Name : Old Net Name=NewNet57 New Net Name=NetU13_10
Change Net Name : Old Net Name=NewNet58 New Net Name=ARM-35
Change Net Name : Old Net Name=NewNet59 New Net Name=D3-U12
Change Net Name : Old Net Name=NewNet60 New Net Name=D2-U12
Change Net Name : Old Net Name=NewNet61 New Net Name=D1-U12
Change Net Name : Old Net Name=NewNet62 New Net Name=NetU12_10
Change Net Name : Old Net Name=NewNet63 New Net Name=D5-U12
Change Net Name : Old Net Name=NewNet64 New Net Name=D6-U12
Change Net Name : Old Net Name=NewNet65 New Net Name=D7-U12
Change Net Name : Old Net Name=NewNet66 New Net Name=D7-U13
Change Net Name : Old Net Name=NewNet67 New Net Name=D6-U13
Change Net Name : Old Net Name=NewNet68 New Net Name=D5-U13
Change Net Name : Old Net Name=NewNet69 New Net Name=D4-U13
Change Net Name : Old Net Name=NewNet70 New Net Name=D0-U13
Change Net Name : Old Net Name=NewNet71 New Net Name=D1-U13
Change Net Name : Old Net Name=NewNet72 New Net Name=D2-U13
Change Net Name : Old Net Name=NewNet73 New Net Name=D3-U13
Change Net Name : Old Net Name=NewNet74 New Net Name=NetC29_2
Change Net Name : Old Net Name=NewNet75 New Net Name=NetC28_1
Change Net Name : Old Net Name=NewNet76 New Net Name=NetC5_2
Change Net Name : Old Net Name=NewNet77 New Net Name=NetU17_2
Change Net Name : Old Net Name=NewNet78 New Net Name=NetU17_3
Change Net Name : Old Net Name=NewNet79 New Net Name=ARM-61
Change Net Name : Old Net Name=NewNet80 New Net Name=ARM-59
Change Net Name : Old Net Name=NewNet81 New Net Name=ARM-58
Change Net Name : Old Net Name=NewNet82 New Net Name=NetD53_2
Change Net Name : Old Net Name=NewNet83 New Net Name=+2.5V
Change Net Name : Old Net Name=NewNet84 New Net Name=NetR29_1
Change Net Name : Old Net Name=NewNet85 New Net Name=NetR32_1
Change Net Name : Old Net Name=NewNet86 New Net Name=NetR36_2
Change Net Name : Old Net Name=NewNet87 New Net Name=NetR40_2
Change Net Name : Old Net Name=NewNet88 New Net Name=NetR38_1
Change Net Name : Old Net Name=NewNet89 New Net Name=NetR44_1
Change Net Name : Old Net Name=NewNet90 New Net Name=NetR46_2
Change Net Name : Old Net Name=NewNet91 New Net Name=NetR43_2
Change Net Name : Old Net Name=NewNet92 New Net Name=NetR49_2
Change Net Name : Old Net Name=NewNet93 New Net Name=NetR52_1
Change Net Name : Old Net Name=NewNet94 New Net Name=NetR50_2
Change Net Name : Old Net Name=NewNet95 New Net Name=NetD100_1
Change Net Name : Old Net Name=NewNet96 New Net Name=NetD100_2
Change Net Name : Old Net Name=NewNet97 New Net Name=NetC211_1
Change Net Name : Old Net Name=NewNet98 New Net Name=NetR143_2
Change Net Name : Old Net Name=NewNet99 New Net Name=NetC106_1
Change Net Name : Old Net Name=NewNet100 New Net Name=NetC54_2
Change Net Name : Old Net Name=NewNet101 New Net Name=NetR54_2
Change Net Name : Old Net Name=NewNet102 New Net Name=NetR62_1
Change Net Name : Old Net Name=NewNet103 New Net Name=NetC56_1
Change Net Name : Old Net Name=NewNet104 New Net Name=NetR123_1
Change Net Name : Old Net Name=NewNet105 New Net Name=NetC143_1
Change Net Name : Old Net Name=NewNet106 New Net Name=NetR37_2
Change Net Name : Old Net Name=NewNet107 New Net Name=P1-21
Change Net Name : Old Net Name=NewNet108 New Net Name=NetR134_2
Change Net Name : Old Net Name=NewNet109 New Net Name=NetC49_1
Change Net Name : Old Net Name=NewNet110 New Net Name=NetR133_1
Change Net Name : Old Net Name=NewNet111 New Net Name=NetR153_2
Change Net Name : Old Net Name=NewNet112 New Net Name=NetR180_2
Change Net Name : Old Net Name=NewNet113 New Net Name=NetR159_2
Change Net Name : Old Net Name=NewNet114 New Net Name=P1-22
Change Net Name : Old Net Name=NewNet115 New Net Name=NetR153_1
Change Net Name : Old Net Name=NewNet116 New Net Name=NetR182_2
Change Net Name : Old Net Name=NewNet117 New Net Name=NetR35_1
Change Net Name : Old Net Name=NewNet118 New Net Name=NetC48_1
Change Net Name : Old Net Name=NewNet119 New Net Name=ARM-60
Change Net Name : Old Net Name=NewNet120 New Net Name=NetD49_1
Change Net Name : Old Net Name=NewNet121 New Net Name=P1-26
Change Net Name : Old Net Name=NewNet122 New Net Name=Net24V_1
Change Net Name : Old Net Name=NewNet123 New Net Name=ARM-20
Change Net Name : Old Net Name=NewNet124 New Net Name=ARM-21
Change Net Name : Old Net Name=NewNet125 New Net Name=ARM-44
Change Net Name : Old Net Name=NewNet126 New Net Name=ARM-45
Change Net Name : Old Net Name=NewNet127 New Net Name=+5VA2
Change Net Name : Old Net Name=NewNet128 New Net Name=AGND4
Change Net Name : Old Net Name=NewNet129 New Net Name=5VA4
Change Net Name : Old Net Name=NewNet130 New Net Name=AGND2
Change Net Name : Old Net Name=NewNet131 New Net Name=ARM-55
Change Net Name : Old Net Name=NewNet132 New Net Name=ARM-11
Change Net Name : Old Net Name=NewNet133 New Net Name=ARM-9
Change Net Name : Old Net Name=NewNet134 New Net Name=ARM-24
Change Net Name : Old Net Name=NewNet135 New Net Name=ARM-10
Change Net Name : Old Net Name=NewNet136 New Net Name=ARM-8
Change Net Name : Old Net Name=NewNet137 New Net Name=+3.0V
Change Net Name : Old Net Name=NewNet138 New Net Name=+5.5V
Change Net Name : Old Net Name=NewNet139 New Net Name=NetD41_2
Change Net Name : Old Net Name=NewNet140 New Net Name=P1-25
Change Net Name : Old Net Name=NewNet141 New Net Name=NetKF1_1
Change Net Name : Old Net Name=NewNet142 New Net Name=P1-27
Change Net Name : Old Net Name=NewNet143 New Net Name=NetD38_1
Change Net Name : Old Net Name=NewNet144 New Net Name=P1-6
Change Net Name : Old Net Name=NewNet145 New Net Name=P1-5
Change Net Name : Old Net Name=NewNet146 New Net Name=P1-4
Change Net Name : Old Net Name=NewNet147 New Net Name=P1-3
Change Net Name : Old Net Name=NewNet148 New Net Name=ARM-62
Change Net Name : Old Net Name=NewNet149 New Net Name=ARM-57
Change Net Name : Old Net Name=NewNet150 New Net Name=ARM-56
Change Net Name : Old Net Name=NewNet151 New Net Name=ARM-52
Change Net Name : Old Net Name=NewNet152 New Net Name=ARM-51
Change Net Name : Old Net Name=NewNet153 New Net Name=ARM-50
Change Net Name : Old Net Name=NewNet154 New Net Name=NetJ2_2
Change Net Name : Old Net Name=NewNet155 New Net Name=NetJ2_3
Change Net Name : Old Net Name=NewNet156 New Net Name=ARM-43
Change Net Name : Old Net Name=NewNet157 New Net Name=ARM-42
Change Net Name : Old Net Name=NewNet158 New Net Name=ARM-40
Change Net Name : Old Net Name=NewNet159 New Net Name=ARM-39
Change Net Name : Old Net Name=NewNet160 New Net Name=ARM-38
Change Net Name : Old Net Name=NewNet161 New Net Name=ARM-37
Change Net Name : Old Net Name=NewNet162 New Net Name=ARM-30
Change Net Name : Old Net Name=NewNet163 New Net Name=ARM-29
Change Net Name : Old Net Name=NewNet164 New Net Name=ARM-26
Change Net Name : Old Net Name=NewNet165 New Net Name=ARM-25
Change Net Name : Old Net Name=NewNet166 New Net Name=ARM-17
Change Net Name : Old Net Name=NewNet167 New Net Name=ARM-16
Change Net Name : Old Net Name=NewNet168 New Net Name=ARM-15
Change Net Name : Old Net Name=NewNet169 New Net Name=ARM-14
Change Net Name : Old Net Name=NewNet170 New Net Name=NetC24_2
Change Net Name : Old Net Name=NewNet171 New Net Name=NetR12_2
Change Net Name : Old Net Name=NewNet172 New Net Name=NetR15_2
Change Net Name : Old Net Name=NewNet173 New Net Name=NetR8_2
Change Net Name : Old Net Name=NewNet174 New Net Name=NetR11_2
Change Net Name : Old Net Name=NewNet175 New Net Name=NetR3_1
Change Net Name : Old Net Name=NewNet176 New Net Name=NetU1_11
Change Net Name : Old Net Name=NewNet177 New Net Name=NetU1_12
Change Net Name : Old Net Name=NewNet178 New Net Name=NetR139_1
Change Net Name : Old Net Name=NewNet179 New Net Name=NetR138_1
Change Net Name : Old Net Name=NewNet180 New Net Name=NetD37_1
Change Net Name : Old Net Name=NewNet181 New Net Name=NetR137_1
Change Net Name : Old Net Name=NewNet182 New Net Name=NetR136_1
Change Net Name : Old Net Name=NewNet183 New Net Name=NetR207_1
Change Net Name : Old Net Name=NewNet184 New Net Name=NetR208_1
Change Net Name : Old Net Name=NewNet185 New Net Name=NetC215_2
Change Net Name : Old Net Name=NewNet186 New Net Name=NetR217_2
Change Net Name : Old Net Name=NewNet187 New Net Name=NetR218_1
Change Net Name : Old Net Name=NewNet188 New Net Name=NetR219_1
Change Net Name : Old Net Name=NewNet189 New Net Name=NetC213_2
Change Net Name : Old Net Name=NewNet190 New Net Name=NetR214_2
Change Net Name : Old Net Name=NewNet191 New Net Name=NetR10_2
Change Net Name : Old Net Name=NewNet192 New Net Name=NetR165_1
Change Net Name : Old Net Name=NewNet193 New Net Name=NetC6_1
Change Net Name : Old Net Name=NewNet194 New Net Name=NetR4_1
Change Net Name : Old Net Name=NewNet195 New Net Name=NetC52_2
Change Net Name : Old Net Name=NewNet196 New Net Name=NetC50_2
Change Net Name : Old Net Name=NewNet197 New Net Name=P1-18
Change Net Name : Old Net Name=NewNet198 New Net Name=P1-23
Change Net Name : Old Net Name=NewNet199 New Net Name=NetD42_2
Change Net Name : Old Net Name=NewNet200 New Net Name=P1-24
Change Net Name : Old Net Name=NewNet201 New Net Name=P1-20
Change Net Name : Old Net Name=NewNet202 New Net Name=NetD13_2
Change Net Name : Old Net Name=NewNet203 New Net Name=NetD11_2
Change Net Name : Old Net Name=NewNet204 New Net Name=P1-19
Change Net Name : Old Net Name=NewNet205 New Net Name=P1-11
Change Net Name : Old Net Name=NewNet206 New Net Name=P2-1
Change Net Name : Old Net Name=NewNet207 New Net Name=P2-2
Change Net Name : Old Net Name=NewNet208 New Net Name=P2-3
Change Net Name : Old Net Name=NewNet209 New Net Name=P2-4
Change Net Name : Old Net Name=NewNet210 New Net Name=P2-5
Change Net Name : Old Net Name=NewNet211 New Net Name=P2-7
Change Net Name : Old Net Name=NewNet212 New Net Name=NetD55_2
Change Net Name : Old Net Name=NewNet213 New Net Name=P2-20
Change Net Name : Old Net Name=NewNet214 New Net Name=P2-19
